TIMESHEET_ID,EMPLOYEE_ID,JOB_TITLE,WEEK_STARTING,HOURS_WORKED,HOURLY_RATE_GBP,TOTAL_AMOUNT_GBP,PO_NUMBER,PO_APPROVED_HOURS,PO_BUDGET_GBP,MATCH_STATUS,VARIANCE_HOURS,DEPARTMENT,COST_CENTRE,SOURCE_SYSTEM,TARGET_SYSTEM,PERIOD
TS-00560,EMP-0025,Coordinator,2024-10-21,23.6,94.96,2241.06,PO-01013,30.6,2905.78,OVER_CLAIMED,-7.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00561,EMP-0026,Manager,2024-01-01,23.6,28.24,666.46,PO-01003,29.5,833.08,MATCHED,0.0,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00562,EMP-0026,Developer,2024-07-29,41.4,42.84,1773.58,PO-01055,48.8,2090.59,PARTIAL,-7.4,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00563,EMP-0022,Manager,2024-04-22,33.6,36.19,1215.98,PO-01048,29.2,1056.75,PARTIAL,4.4,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00564,EMP-0043,Manager,2024-12-23,41.8,98.34,4110.61,PO-01196,40.9,4022.11,MATCHED,0.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00565,EMP-0009,Analyst,2024-01-29,39.5,65.52,2588.04,PO-01059,30.0,1965.6,PARTIAL,9.5,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00566,EMP-0029,Developer,2024-02-19,33.8,53.09,1794.44,PO-01142,41.3,2192.62,MATCHED,0.0,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00567,EMP-0010,Coordinator,2024-03-18,29.9,114.42,3421.16,PO-01057,39.9,4565.36,MATCHED,0.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00568,EMP-0034,Engineer,2024-11-18,38.6,74.93,2892.3,PO-01013,44.2,3311.91,PARTIAL,-5.6,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00569,EMP-0011,Analyst,2024-08-26,25.8,114.98,2966.48,PO-01175,26.4,3035.47,MATCHED,0.0,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00570,EMP-0010,Engineer,2024-10-07,41.5,46.49,1929.34,PO-01157,50.1,2329.15,OVER_CLAIMED,-8.6,IT,CC002,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00571,EMP-0034,Developer,2024-04-29,21.2,117.07,2481.88,PO-01122,19.2,2247.74,UNMATCHED,2.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00572,EMP-0036,Coordinator,2024-02-26,38.0,53.5,2033.0,PO-01080,29.5,1578.25,OVER_CLAIMED,8.5,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00573,EMP-0010,Developer,2024-09-30,34.8,31.35,1090.98,PO-01042,39.9,1250.87,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00574,EMP-0023,Analyst,2024-12-16,24.0,64.81,1555.44,PO-01058,25.8,1672.1,MATCHED,0.0,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00575,EMP-0014,Developer,2024-06-24,23.1,95.27,2200.74,PO-01037,32.0,3048.64,MATCHED,0.0,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00576,EMP-0007,Coordinator,2024-12-02,28.2,85.49,2410.82,PO-01154,28.6,2445.01,PARTIAL,-0.4,IT,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00577,EMP-0030,Consultant,2024-10-21,31.0,103.11,3196.41,PO-01019,31.8,3278.9,PARTIAL,-0.8,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00578,EMP-0008,Coordinator,2024-04-29,43.7,28.89,1262.49,PO-01120,50.5,1458.94,MATCHED,0.0,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00579,EMP-0015,Engineer,2024-03-11,41.9,90.69,3799.91,PO-01027,47.8,4334.98,MATCHED,0.0,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00580,EMP-0032,Coordinator,2024-09-23,44.0,107.18,4715.92,PO-01111,38.8,4158.58,OVER_CLAIMED,5.2,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00581,EMP-0018,Manager,2024-10-07,22.6,98.14,2217.96,PO-01164,29.4,2885.32,OVER_CLAIMED,-6.8,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00582,EMP-0007,Coordinator,2024-07-01,36.7,48.87,1793.53,PO-01125,33.8,1651.81,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00583,EMP-0032,Engineer,2024-08-05,25.5,66.21,1688.35,PO-01156,20.8,1377.17,OVER_CLAIMED,4.7,Sales,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00584,EMP-0007,Engineer,2024-09-23,33.0,112.9,3725.7,PO-01165,30.7,3466.03,PARTIAL,2.3,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00585,EMP-0046,Engineer,2024-02-12,22.9,97.58,2234.58,PO-01108,20.1,1961.36,OVER_CLAIMED,2.8,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00586,EMP-0037,Engineer,2024-11-25,21.0,86.47,1815.87,PO-01010,19.8,1712.11,UNMATCHED,1.2,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00587,EMP-0012,Analyst,2024-11-25,39.4,88.56,3489.26,PO-01162,29.9,2647.94,PARTIAL,9.5,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00588,EMP-0023,Coordinator,2024-05-06,43.0,101.18,4350.74,PO-01089,47.6,4816.17,MATCHED,0.0,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00589,EMP-0017,Consultant,2024-04-29,31.2,29.54,921.65,PO-01054,30.4,898.02,OVER_CLAIMED,0.8,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00590,EMP-0032,Analyst,2024-10-14,28.0,63.13,1767.64,PO-01086,25.0,1578.25,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00591,EMP-0007,Coordinator,2024-08-26,38.5,104.44,4020.94,PO-01024,33.1,3456.96,MATCHED,0.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00592,EMP-0017,Coordinator,2024-05-20,35.5,85.75,3044.12,PO-01125,40.6,3481.45,MATCHED,0.0,HR,CC003,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00593,EMP-0021,Analyst,2024-12-23,30.9,59.34,1833.61,PO-01029,24.1,1430.09,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00594,EMP-0035,Consultant,2024-05-13,42.7,91.52,3907.9,PO-01102,43.9,4017.73,PARTIAL,-1.2,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00595,EMP-0026,Manager,2024-01-29,25.0,33.6,840.0,PO-01038,27.0,907.2,OVER_CLAIMED,-2.0,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00596,EMP-0019,Engineer,2024-08-26,28.8,37.64,1084.03,PO-01146,26.5,997.46,OVER_CLAIMED,2.3,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00597,EMP-0018,Analyst,2024-04-08,31.1,28.87,897.86,PO-01127,32.1,926.73,OVER_CLAIMED,-1.0,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00598,EMP-0010,Analyst,2024-04-08,26.1,46.45,1212.35,PO-01076,29.1,1351.7,MATCHED,0.0,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00599,EMP-0013,Developer,2024-09-30,32.1,66.7,2141.07,PO-01048,33.2,2214.44,PARTIAL,-1.1,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00600,EMP-0017,Coordinator,2024-06-24,35.7,109.42,3906.29,PO-01094,45.3,4956.73,OVER_CLAIMED,-9.6,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00601,EMP-0023,Analyst,2024-06-10,29.1,112.92,3285.97,PO-01178,23.8,2687.5,PARTIAL,5.3,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00602,EMP-0046,Developer,2024-11-04,26.2,76.14,1994.87,PO-01138,18.8,1431.43,PARTIAL,7.4,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00603,EMP-0042,Engineer,2024-12-23,40.7,46.64,1898.25,PO-01058,37.7,1758.33,OVER_CLAIMED,3.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00604,EMP-0028,Analyst,2024-09-09,40.9,68.72,2810.65,PO-01044,39.7,2728.18,PARTIAL,1.2,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00605,EMP-0010,Analyst,2024-07-15,34.0,30.47,1035.98,PO-01175,31.0,944.57,OVER_CLAIMED,3.0,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00606,EMP-0046,Engineer,2024-11-18,26.9,48.94,1316.49,PO-01126,34.8,1703.11,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00607,EMP-0020,Engineer,2024-12-02,43.6,118.69,5174.88,PO-01179,37.9,4498.35,UNMATCHED,5.7,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00608,EMP-0010,Engineer,2024-05-27,25.8,100.85,2601.93,PO-01175,26.0,2622.1,UNMATCHED,-0.2,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00609,EMP-0008,Analyst,2024-01-01,44.3,30.03,1330.33,PO-01158,49.4,1483.48,PARTIAL,-5.1,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00610,EMP-0050,Consultant,2024-07-01,38.3,94.59,3622.8,PO-01047,33.3,3149.85,PARTIAL,5.0,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00611,EMP-0037,Coordinator,2024-08-05,38.2,56.52,2159.06,PO-01176,30.1,1701.25,UNMATCHED,8.1,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00612,EMP-0020,Manager,2024-06-17,37.4,38.16,1427.18,PO-01046,34.3,1308.89,MATCHED,0.0,Procurement,CC004,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00613,EMP-0023,Coordinator,2024-04-22,32.5,42.53,1382.23,PO-01163,30.5,1297.16,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00614,EMP-0004,Engineer,2024-07-15,38.8,74.77,2901.08,PO-01016,29.2,2183.28,PARTIAL,9.6,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00615,EMP-0021,Developer,2024-02-12,24.2,116.54,2820.27,PO-01079,24.8,2890.19,MATCHED,0.0,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00616,EMP-0040,Developer,2024-09-09,29.4,31.59,928.75,PO-01047,22.8,720.25,OVER_CLAIMED,6.6,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00617,EMP-0037,Consultant,2024-06-03,22.4,89.9,2013.76,PO-01113,15.5,1393.45,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00618,EMP-0035,Analyst,2024-08-12,23.7,102.8,2436.36,PO-01080,14.3,1470.04,MATCHED,0.0,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00619,EMP-0032,Consultant,2024-06-03,37.1,81.06,3007.33,PO-01155,30.4,2464.22,MATCHED,0.0,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00620,EMP-0029,Analyst,2024-05-27,43.4,113.22,4913.75,PO-01172,44.4,5026.97,UNMATCHED,-1.0,Sales,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00621,EMP-0013,Developer,2024-05-27,26.2,38.43,1006.87,PO-01011,35.4,1360.42,UNMATCHED,-9.2,HR,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00622,EMP-0007,Engineer,2024-07-29,40.3,111.42,4490.23,PO-01024,44.5,4958.19,PARTIAL,-4.2,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00623,EMP-0026,Engineer,2024-05-20,42.8,78.48,3358.94,PO-01165,46.8,3672.86,PARTIAL,-4.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00624,EMP-0028,Developer,2024-05-20,23.4,97.53,2282.2,PO-01112,19.3,1882.33,OVER_CLAIMED,4.1,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00625,EMP-0025,Manager,2024-08-05,20.6,34.91,719.15,PO-01128,21.8,761.04,PARTIAL,-1.2,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00626,EMP-0020,Engineer,2024-11-04,21.4,103.97,2224.96,PO-01192,15.2,1580.34,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00627,EMP-0020,Developer,2024-03-18,36.0,95.23,3428.28,PO-01049,36.7,3494.94,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00628,EMP-0034,Consultant,2024-01-22,40.6,90.0,3654.0,PO-01131,39.3,3537.0,PARTIAL,1.3,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00629,EMP-0015,Coordinator,2024-11-04,21.1,45.38,957.52,PO-01082,20.2,916.68,MATCHED,0.0,Finance,CC006,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00630,EMP-0025,Consultant,2024-04-01,32.4,79.26,2568.02,PO-01177,34.7,2750.32,MATCHED,0.0,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00631,EMP-0012,Developer,2024-01-01,42.6,87.66,3734.32,PO-01059,50.9,4461.89,MATCHED,0.0,HR,CC004,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00632,EMP-0028,Coordinator,2024-01-15,23.9,81.88,1956.93,PO-01147,26.3,2153.44,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00633,EMP-0027,Coordinator,2024-05-13,25.1,108.47,2722.6,PO-01003,29.8,3232.41,MATCHED,0.0,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00634,EMP-0017,Engineer,2024-06-17,27.0,110.6,2986.2,PO-01003,33.3,3682.98,UNMATCHED,-6.3,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00635,EMP-0015,Analyst,2024-06-24,21.0,97.88,2055.48,PO-01164,13.6,1331.17,OVER_CLAIMED,7.4,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00636,EMP-0011,Coordinator,2024-03-11,42.6,71.41,3042.07,PO-01066,36.3,2592.18,MATCHED,0.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00637,EMP-0017,Analyst,2024-11-04,30.0,75.94,2278.2,PO-01195,25.7,1951.66,PARTIAL,4.3,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00638,EMP-0034,Analyst,2024-03-25,43.8,77.7,3403.26,PO-01121,43.8,3403.26,MATCHED,0.0,IT,CC001,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00639,EMP-0005,Consultant,2024-02-19,25.7,104.14,2676.4,PO-01112,19.4,2020.32,OVER_CLAIMED,6.3,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00640,EMP-0033,Consultant,2024-07-15,38.5,66.99,2579.11,PO-01197,43.9,2940.86,OVER_CLAIMED,-5.4,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00641,EMP-0012,Manager,2024-05-20,21.1,26.35,555.99,PO-01119,14.2,374.17,MATCHED,0.0,Operations,CC006,MS-SQL-SERVER,ORACLE-GL,2024-05
TS-00642,EMP-0015,Consultant,2024-01-22,29.8,39.54,1178.29,PO-01161,25.6,1012.22,MATCHED,0.0,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00643,EMP-0039,Engineer,2024-10-21,38.0,27.4,1041.2,PO-01074,36.8,1008.32,MATCHED,0.0,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00644,EMP-0027,Engineer,2024-03-04,33.7,55.17,1859.23,PO-01137,25.9,1428.9,MATCHED,0.0,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00645,EMP-0007,Coordinator,2024-11-18,24.2,113.62,2749.6,PO-01060,21.6,2454.19,MATCHED,0.0,Finance,CC004,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00646,EMP-0015,Coordinator,2024-01-01,34.1,102.3,3488.43,PO-01010,39.5,4040.85,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00647,EMP-0042,Developer,2024-01-29,20.5,103.28,2117.24,PO-01073,20.0,2065.6,PARTIAL,0.5,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00648,EMP-0017,Manager,2024-06-17,31.2,96.07,2997.38,PO-01163,34.9,3352.84,PARTIAL,-3.7,IT,CC004,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00649,EMP-0041,Coordinator,2024-03-04,31.4,108.55,3408.47,PO-01045,25.9,2811.44,MATCHED,0.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00650,EMP-0003,Developer,2024-03-11,29.2,26.99,788.11,PO-01106,35.3,952.75,MATCHED,0.0,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00651,EMP-0026,Developer,2024-04-08,44.7,36.88,1648.54,PO-01107,47.2,1740.74,MATCHED,0.0,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00652,EMP-0043,Developer,2024-07-15,31.1,61.9,1925.09,PO-01035,28.4,1757.96,MATCHED,0.0,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00653,EMP-0043,Engineer,2024-04-01,26.2,92.7,2428.74,PO-01094,27.6,2558.52,OVER_CLAIMED,-1.4,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00654,EMP-0010,Developer,2024-12-02,39.8,60.61,2412.28,PO-01028,35.9,2175.9,UNMATCHED,3.9,Sales,CC006,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00655,EMP-0027,Analyst,2024-07-15,27.5,104.12,2863.3,PO-01052,33.0,3435.96,PARTIAL,-5.5,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00656,EMP-0012,Developer,2024-09-02,42.2,87.67,3699.67,PO-01007,50.9,4462.4,UNMATCHED,-8.7,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00657,EMP-0037,Consultant,2024-06-17,34.2,41.37,1414.85,PO-01165,43.9,1816.14,OVER_CLAIMED,-9.7,IT,CC005,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00658,EMP-0048,Consultant,2024-12-16,40.0,39.31,1572.4,PO-01196,36.3,1426.95,MATCHED,0.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00659,EMP-0044,Analyst,2024-09-30,43.3,83.17,3601.26,PO-01017,48.0,3992.16,MATCHED,0.0,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00660,EMP-0021,Manager,2024-01-01,43.0,107.6,4626.8,PO-01052,39.6,4260.96,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00661,EMP-0038,Developer,2024-04-01,27.7,31.27,866.18,PO-01122,30.2,944.35,MATCHED,0.0,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00662,EMP-0011,Developer,2024-03-18,27.2,34.64,942.21,PO-01031,28.4,983.78,MATCHED,0.0,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-03
TS-00663,EMP-0045,Consultant,2024-07-01,24.0,77.47,1859.28,PO-01030,23.4,1812.8,MATCHED,0.0,Procurement,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00664,EMP-0025,Developer,2024-07-15,22.4,28.74,643.78,PO-01044,30.0,862.2,UNMATCHED,-7.6,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00665,EMP-0012,Developer,2024-11-04,44.7,59.43,2656.52,PO-01006,43.5,2585.2,PARTIAL,1.2,IT,CC006,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00666,EMP-0005,Consultant,2024-09-09,28.6,57.28,1638.21,PO-01035,20.3,1162.78,MATCHED,0.0,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00667,EMP-0013,Coordinator,2024-10-28,29.8,39.2,1168.16,PO-01083,39.7,1556.24,OVER_CLAIMED,-9.9,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00668,EMP-0002,Engineer,2024-12-16,43.7,32.89,1437.29,PO-01152,45.8,1506.36,UNMATCHED,-2.1,IT,CC002,MS-SQL-SERVER,ORACLE-GL,2024-12
TS-00669,EMP-0002,Developer,2024-06-10,41.3,43.24,1785.81,PO-01082,36.9,1595.56,PARTIAL,4.4,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00670,EMP-0022,Analyst,2024-10-14,26.0,54.13,1407.38,PO-01070,25.0,1353.25,UNMATCHED,1.0,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00671,EMP-0001,Coordinator,2024-07-22,36.5,56.63,2066.99,PO-01147,27.1,1534.67,PARTIAL,9.4,Finance,CC003,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00672,EMP-0044,Manager,2024-06-17,25.0,69.66,1741.5,PO-01179,22.8,1588.25,OVER_CLAIMED,2.2,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00673,EMP-0046,Manager,2024-06-10,40.1,106.09,4254.21,PO-01034,45.8,4858.92,UNMATCHED,-5.7,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00674,EMP-0043,Analyst,2024-04-22,33.8,71.44,2414.67,PO-01171,29.1,2078.9,UNMATCHED,4.7,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00675,EMP-0005,Consultant,2024-02-19,20.6,37.21,766.53,PO-01096,25.8,960.02,MATCHED,0.0,Finance,CC002,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00676,EMP-0047,Analyst,2024-09-09,40.0,98.99,3959.6,PO-01189,47.3,4682.23,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00677,EMP-0041,Manager,2024-01-29,23.9,84.48,2019.07,PO-01171,31.3,2644.22,UNMATCHED,-7.4,Finance,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00678,EMP-0012,Analyst,2024-02-19,21.4,38.18,817.05,PO-01184,29.8,1137.76,MATCHED,0.0,Finance,CC001,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00679,EMP-0025,Manager,2024-07-08,39.8,47.14,1876.17,PO-01161,30.8,1451.91,MATCHED,0.0,Sales,CC002,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00680,EMP-0012,Developer,2024-07-29,40.4,92.28,3728.11,PO-01074,40.3,3718.88,OVER_CLAIMED,0.1,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00681,EMP-0006,Consultant,2024-09-16,41.6,30.82,1282.11,PO-01051,35.3,1087.95,MATCHED,0.0,HR,CC002,MS-SQL-SERVER,ORACLE-GL,2024-09
TS-00682,EMP-0013,Consultant,2024-08-26,34.4,42.99,1478.86,PO-01083,26.9,1156.43,MATCHED,0.0,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00683,EMP-0041,Manager,2024-06-24,35.9,81.27,2917.59,PO-01056,37.9,3080.13,PARTIAL,-2.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00684,EMP-0017,Manager,2024-06-03,38.4,75.4,2895.36,PO-01194,41.5,3129.1,OVER_CLAIMED,-3.1,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00685,EMP-0049,Developer,2024-01-22,21.6,57.7,1246.32,PO-01021,26.3,1517.51,PARTIAL,-4.7,Procurement,CC006,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00686,EMP-0050,Manager,2024-07-15,20.3,95.71,1942.91,PO-01179,12.1,1158.09,PARTIAL,8.2,Procurement,CC005,MS-SQL-SERVER,ORACLE-GL,2024-07
TS-00687,EMP-0029,Manager,2024-10-28,44.0,79.07,3479.08,PO-01191,48.5,3834.89,MATCHED,0.0,IT,CC003,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00688,EMP-0013,Consultant,2024-08-05,27.5,71.46,1965.15,PO-01151,28.4,2029.46,OVER_CLAIMED,-0.9,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00689,EMP-0030,Developer,2024-11-04,28.8,69.17,1992.1,PO-01116,28.0,1936.76,UNMATCHED,0.8,Operations,CC002,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00690,EMP-0021,Developer,2024-11-25,38.8,64.86,2516.57,PO-01162,29.3,1900.4,MATCHED,0.0,Operations,CC004,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00691,EMP-0010,Engineer,2024-06-10,20.3,100.18,2033.65,PO-01048,23.5,2354.23,MATCHED,0.0,Operations,CC001,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00692,EMP-0032,Developer,2024-01-08,29.8,39.24,1169.35,PO-01041,26.5,1039.86,MATCHED,0.0,HR,CC005,MS-SQL-SERVER,ORACLE-GL,2024-01
TS-00693,EMP-0028,Consultant,2024-04-29,25.7,71.22,1830.35,PO-01125,30.2,2150.84,UNMATCHED,-4.5,Procurement,CC001,MS-SQL-SERVER,ORACLE-GL,2024-04
TS-00694,EMP-0039,Manager,2024-06-03,44.0,31.36,1379.84,PO-01037,40.5,1270.08,UNMATCHED,3.5,Operations,CC005,MS-SQL-SERVER,ORACLE-GL,2024-06
TS-00695,EMP-0041,Consultant,2024-08-05,40.1,64.55,2588.45,PO-01087,30.4,1962.32,MATCHED,0.0,Procurement,CC003,MS-SQL-SERVER,ORACLE-GL,2024-08
TS-00696,EMP-0019,Manager,2024-10-28,35.5,83.1,2950.05,PO-01186,37.5,3116.25,PARTIAL,-2.0,HR,CC006,MS-SQL-SERVER,ORACLE-GL,2024-10
TS-00697,EMP-0024,Developer,2024-02-26,29.2,117.19,3421.95,PO-01064,20.5,2402.39,UNMATCHED,8.7,Operations,CC003,MS-SQL-SERVER,ORACLE-GL,2024-02
TS-00698,EMP-0018,Engineer,2024-11-04,25.8,107.83,2782.01,PO-01088,22.1,2383.04,UNMATCHED,3.7,Sales,CC003,MS-SQL-SERVER,ORACLE-GL,2024-11
TS-00699,EMP-0037,Consultant,2024-11-04,24.9,37.08,923.29,PO-01182,21.3,789.8,OVER_CLAIMED,3.6,Sales,CC005,MS-SQL-SERVER,ORACLE-GL,2024-11
